,reasons,time_occured,time_reported,comments,incident_address
597,Assist,10:40:38 10/22/22 - 10:40:38 10/22/22,10:40:38,  Assist Citizen.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
598,Assist,09:36:06 10/22/22 - 09:40:02 10/22/22,09:36:06,  Assist,GARRETT RD; T ULYSSES ITHACA NY 14850
599,Traffic Cmplnt,09:01:13 10/22/22 - 09:03:36 10/22/22,09:01:12,  TCSO responded to a Traffic Complaint.,STATE ROUTE 13 N & WARREN RD; V LANSING ITHACA NY 14850
600,Pi Accident,08:45:48 10/22/22 - 08:48:39 10/22/22,08:45:48,  PI Accident,PERRY CITY RD & DUBOIS RD; T ULYSSES ITHACA NY 14850
601,Civil Cmplnt,08:07:29 10/22/22 - 08:07:29 10/22/22,08:07:32,  Civil complaint,SALO DR; TRUMANSBURG TRUMANSBURG NY 14886
602,Pd Accident,07:16:45 10/22/22 - 07:18:37 10/22/22,07:16:45, ,AUBURN RD; T LANSING LOCKE NY 13092
603,Deputy responded to a PD accident.,06:34:38 10/22/22 - 06:36:51 10/22/22,06:34:38,  Assist NYSP,UPTOWN RD; ITHACA SWIMMING CLUB; V LANSING ITHACA NY 14850
604,Special Detail,06:21:21 10/22/22 - 06:21:21 10/22/22,06:21:21,  Special Detail,Town of Lansing
605,Suspicious,06:20:40 10/22/22 - 06:23:04 10/22/22,06:20:40,  Assist NYSP,UPTOWN RD; ITHACA SWIMMING CLUB; V LANSING ITHACA NY 14850
606,Psychiatric,05:59:47 10/22/22 - 06:02:01 10/22/22,05:59:47,  Assist other agency.,NORTH ST; V DRYDEN DRYDEN NY 13053
607,Traffic Offense,05:50:38 10/22/22 - 05:50:39 10/22/22,05:50:38,  Traffic Stop,N TRIPHAMMER RD; ECONO LODGE ITHACA; V LANSING ITHACA NY 14850
608,Traffic Offense,05:44:37 10/22/22 - 05:44:37 10/22/22,05:44:37,  Traffic stop,STATE ROUTE 13 & LOWER CREEK RD; T DRYDEN ITHACA NY 14850
609,Property Check,04:07:46 10/22/22 - 04:07:46 10/22/22,04:07:46,  Property Check.,MAIN ST; NEWFIELD TOWN HALL; T NEWFIELD NEWFIELD NY 14867
610,Property Check,03:47:39 10/22/22 - 03:47:39 10/22/22,03:47:39,  Property check.,KENDALL AVE; T ITHACA ITHACA NY 14850
611,Property Check,03:27:20 10/22/22 - 03:27:20 10/22/22,03:27:20,  Property check.,LOWER CREEK RD; CREEKWOOD APTS; T DRYDEN ITHACA NY 14850
612,Property Check,03:19:52 10/22/22 - 03:19:52 10/22/22,03:19:52,  Property Check.,ELM ST; ULYSSES TOWN HALL; TRUMANSBURG TRUMANSBURG NY 14886
613,Traffic Offense,03:05:32 10/22/22 - 03:05:32 10/22/22,03:05:32,  Traffic Stop,BLOCK EAST SHORE DR; V LANSING ITHACA NY 14850
614,Traffic Offense,02:21:44 10/22/22 - 02:21:44 10/22/22,02:21:44,  Traffic Stop,BONE PLAIN RD & SCOFIELD RD; T DRYDEN; T LANSING FREEVILLE NY 13068
615,Domestic,01:14:57 10/22/22 - 01:16:04 10/22/22,01:14:57,  Domestic,DANBY RD; T ITHACA ITHACA NY 14850
616,Noise Cmplnt,00:13:55 10/22/22 - 00:16:36 10/22/22,00:13:55,  Noise Complaint.,ENFIELD FALLS RD # CAMPING; ROBERT TREMAN CAMPING AREA; ITHACA NY 14850
617,Traffic Offense,00:10:09 10/22/22 - 00:10:09 10/22/22,00:10:09,  Traffic stop.,DRYDEN RD; MIRABITO; T DRYDEN FREEVILLE NY 13068
618,Traffic Offense,00:02:24 10/22/22 - 00:02:24 10/22/22,00:02:24,  Traffic stop.,STATE ROUTE 13 & HANSHAW RD; T DRYDEN ITHACA NY 14850
619,Traffic Offense,00:01:41 10/22/22 - 00:01:41 10/22/22,00:01:41,  Traffic Offense.,BLOCK EAST SHORE DR; V LANSING ITHACA NY 14850
620,Traffic Offense,23:59:44 10/21/22 - 23:59:44 10/21/22,23:59:44,  Traffic stop. RPS/1234,STATE ROUTE 13 & DEY ST; C ITHACA ITHACA NY 14850
621,Traffic Offense,23:47:14 10/21/22 - 23:47:14 10/21/22,23:47:14,  Traffic stop.,WARREN DR & CHERRY RD; T LANSING ITHACA NY 14850
622,Traffic Offense,23:44:31 10/21/22 - 23:44:31 10/21/22,23:44:31,  Traffic Stop,STATE ROUTE 13 S & N TRIPHAMMER RD; V LANSING ITHACA NY 14850
623,Traffic Offense,23:44:31 10/21/22 - 23:44:31 10/21/22,23:44:31,  Traffic Stop,STATE ROUTE 13 S & N TRIPHAMMER RD; V LANSING ITHACA NY 14850
624,Traffic Offense,23:44:31 10/21/22 - 23:44:31 10/21/22,23:44:31,  Traffic Stop,STATE ROUTE 13 S & N TRIPHAMMER RD; V LANSING ITHACA NY 14850
625,Traffic Offense,23:44:31 10/21/22 - 23:44:31 10/21/22,23:44:31,  Traffic Stop,STATE ROUTE 13 S & N TRIPHAMMER RD; V LANSING ITHACA NY 14850
626,Assist,21:32:00 10/21/22 - 21:33:14 10/21/22,21:31:41,  Deputy responded to an assist.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
627,Sex Offense,20:54:09 10/21/22 - 20:58:02 10/21/22,20:53:58,  TCSO responded to a sex offense.,ELLIS HOLLOW RD; BEST WESTERN; T ITHACA ITHACA NY 14850
628,Assist,20:01:23 10/21/22 - 20:11:08 10/21/22,20:00:57,  Deputy responded to an assist.,STATE ROUTE 13 & OLD DRYDEN RD; T VIRGIL CORTLAND COUNTY NY 13045
629,Traffic Cmplnt,19:29:34 10/21/22 - 19:31:12 10/21/22,19:29:34,  Assist NYSP with a traffic complaint.,N TRIPHAMMER RD; CROSSROADS BAR AND GRILL; T LANSING LANSING NY 14882
630,Pd Accident,19:17:28 10/21/22 - 19:19:02 10/21/22,19:17:28,  Property damage accident.,NORTH POINT ROAD; T ULYSSES TRUMANSBURG NY 14886
631,Dispute,18:54:21 10/21/22 - 18:56:04 10/21/22,18:54:21,  Deputy responded to a dispute.,N TRIPHAMMER RD # TOPS; TOPS FRIENDLY MARKETS; V LANSIN ITHACA NY 14850
632,Traffic Cmplnt,17:37:08 10/21/22 - 17:38:11 10/21/22,17:37:08,  Traffic complaint.,DOUGLAS RD; T NEWFIELD NEWFIELD NY 14867
633,Theft,17:28:02 10/21/22 - 17:29:14 10/21/22,17:28:02,  TCSO responded to a theft.,N TRIPHAMMER RD # TOPS; TOPS FRIENDLY MARKETS; V LANSIN ITHACA NY 14850
634,Theft,17:28:02 10/21/22 - 17:29:14 10/21/22,17:28:02,  TCSO responded to a theft.,N TRIPHAMMER RD # TOPS; TOPS FRIENDLY MARKETS; V LANSIN ITHACA NY 14850
635,Theft,17:09:20 10/21/22 - 17:10:57 10/21/22,17:09:20,  Deputy responded to a theft complaint and made an arrest.,CATHERWOOD RD UNIT F-16; SPENCERS GIFTS; V LANSING ITHACA NY 14850
636,Assist,16:32:37 10/21/22 - 16:34:03 10/21/22,16:32:37,  Deputy responded to an assist.,DAVIS RD; T LANSING LANSING NY 14882
637,Harassment,16:27:55 10/21/22 - 16:31:36 10/21/22,16:27:55,  TCSO responded to a harassment.,CINEMA DR APARTMENT 316; CAYUGA VIEW SENIOR LIVING; V LAN ITHACA NY 14850
638,Welfare Check,16:21:11 10/21/22 - 16:24:20 10/21/22,16:21:11,  Canceled while en route.,CYPRESS CT UNIT 7; CAYUGA VIEW APTS; T ITHACA ITHACA NY 14850
639,Harassment,16:11:44 10/21/22 - 16:14:28 10/21/22,16:11:44,  Deputy responded to a harassment complaint.,STEVENS RD # B3; T GROTON FREEVILLE NY 13068
640,Alarm Police,15:52:37 10/21/22 - 15:53:42 10/21/22,15:52:37,  Deputy responded to an alarm.,REACH RUN; T LANSING ITHACA NY 14850
641,Unclassified,15:51:40 10/21/22 - 15:52:29 10/21/22,15:50:44,  Unclassified.,SALT RD & CLARK ST EXT; T GROTON GROTON NY 13073
642,Assist,15:35:37 10/21/22 - 15:37:14 10/21/22,15:35:37,  TCSO responded to an assist.,BONE PLAIN RD LOT 6; T DRYDEN FREEVILLE NY 13068
643,Information,15:18:24 10/21/22 - 15:18:24 10/21/22,15:18:24,  Conducted a background check,WARREN RD # OFFICES; TCSO CIVIL OFFICE; V LANSING ITHACA NY 14850
644,Information,15:15:43 10/21/22 - 15:15:43 10/21/22,15:15:43,  Conducted a background check,WARREN RD # OFFICES; TCSO CIVIL OFFICE; V LANSING ITHACA NY 14850
645,Property Cmplnt,15:03:28 10/21/22 - 15:04:44 10/21/22,15:03:16,  TCSO responded to a property complaint.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
646,Information,14:38:00 10/21/22 - 14:38:00 10/21/22,14:38:00,  Conducted a background check,WARREN RD # OFFICES; TCSO CIVIL OFFICE; V LANSING ITHACA NY 14850
647,Crim Mischief,14:27:53 10/21/22 - 14:29:19 10/21/22,14:27:53,  Criminal mischief,WARREN RD; T ITHACA ITHACA NY 14850
648,Assist,13:58:46 10/21/22 - 14:01:09 10/21/22,13:58:46,  Assist,BRENTWOOD DR; V LANSING ITHACA NY 14850
649,Civil Cmplnt,13:34:13 10/21/22 - 13:34:13 10/21/22,13:34:15,  Civil complaint.,GRAHAM RD # 4B1; UNIVERSITY HEIGHTS APTS; V LANSING ITHACA NY 14850
650,Assist,13:28:22 10/21/22 - 13:29:41 10/21/22,13:28:22,  Assist.,N TRIPHAMMER RD; CAYUGA LAKE NATIONAL BANK; T LANSING LANSING NY 14882
651,Information,13:13:24 10/21/22 - 13:13:24 10/21/22,13:13:24,  Conducted a background check,WARREN RD # OFFICES; TCSO CIVIL OFFICE; V LANSING ITHACA NY 14850
652,Information,12:55:41 10/21/22 - 12:55:41 10/21/22,12:55:41,  Conducted a background check,WARREN RD # OFFICES; TCSO CIVIL OFFICE; V LANSING ITHACA NY 14850
653,Information,12:28:46 10/21/22 - 12:28:46 10/21/22,12:28:46,  Conducted a background check,WARREN RD # OFFICES; TCSO CIVIL OFFICE; V LANSING ITHACA NY 14850
654,Information,12:17:47 10/21/22 - 12:17:47 10/21/22,12:17:47,  Conducted a background check,WARREN RD # OFFICES; TCSO CIVIL OFFICE; V LANSING ITHACA NY 14850
655,Information,12:10:25 10/21/22 - 12:10:25 10/21/22,12:10:25,  Conducted a background check,WARREN RD # OFFICES; TCSO CIVIL OFFICE; V LANSING ITHACA NY 14850
656,Crim Mischief,11:39:41 10/21/22 - 11:41:05 10/21/22,11:39:41,  Criminal mischief,WARREN RD; T ITHACA ITHACA NY 14850
657,Civil Cmplnt,10:37:43 10/21/22 - 10:37:43 10/21/22,10:37:45,  Deputy served civil papers.,CAYUGA HEIGHTS RD; V LANSING ITHACA NY 14850
658,Traffic Offense,10:17:29 10/21/22 - 10:17:29 10/21/22,10:17:29,  Traffic stop,SLATERVILLE RD & BOICEVILLE RD; T CAROLINE SLATERVILLE SPR NY 14881
659,Traffic Offense,10:17:29 10/21/22 - 10:17:29 10/21/22,10:17:29,  Traffic stop,SLATERVILLE RD & BOICEVILLE RD; T CAROLINE SLATERVILLE SPR NY 14881
660,Information,10:04:57 10/21/22 - 10:04:57 10/21/22,10:04:57,  conducted a background check-no records found,WARREN RD; V LANSING ITHACA NY 14850
661,Civil Cmplnt,09:50:42 10/21/22 - 09:50:42 10/21/22,09:50:44,  Civil Complaint.,HARRIS B DATES DR # HOSP; CAYUGA MEDICAL CENTER ITHACA NY 14850
662,Repossessed,09:38:16 10/21/22 - 09:40:04 10/21/22,09:38:16,  Deputy documented a repossession.,MECKLENBURG RD; T ENFIELD ITHACA NY 14850
663,Special Detail,09:01:03 10/21/22 - 09:01:03 10/21/22,09:01:03,  Deputy conducted a school check.,WHIG ST # HS; TRUMANSBURG HIGH SCHOOL; TRUMANSBURG TRUMANSBURG NY 14886
664,Special Detail,08:20:42 10/21/22 - 08:20:42 10/21/22,08:20:42,  Deputy conducted a school check.,ENFIELD MAIN RD; ENFIELD ELEMENTARY SCHOOL; T ENFIELD ITHACA NY 14850
665,Alarm Police,07:38:57 10/21/22 - 07:39:49 10/21/22,07:38:57,  Police alarm,DRYDEN RD; VA CLINIC DRYDEN; T DRYDEN FREEVILLE NY 13068
666,Pd Accident,07:17:14 10/21/22 - 07:18:27 10/21/22,07:16:42,  Deputy responded to a PD accident.,S DANBY RD; T DANBY ITHACA NY 14850
667,Suspicious,07:06:01 10/21/22 - 07:08:03 10/21/22,07:06:01,  Suspicious,MAPLE AVE; T LANSING LANSING NY 14882
668,Suspicious,07:06:01 10/21/22 - 07:08:03 10/21/22,07:06:01,  Suspicious,MAPLE AVE; T LANSING LANSING NY 14882
669,Assist,07:02:04 10/21/22 - 07:04:01 10/21/22,07:01:48,  Deputy assisted citizen.,S PLAIN ST; C ITHACA ITHACA NY 14850
670,Animal Problem,06:27:19 10/21/22 - 06:29:29 10/21/22,06:27:19,  Animal complaint,PERUVILLE RD & SHELDON RD; T GROTON; T DRYDEN GROTON NY 13073
671,Traffic Offense,03:51:38 10/21/22 - 03:51:38 10/21/22,03:51:38,  Traffic offense,MCLEAN CORTLAND RD & CHURCH ST; T GROTON MCLEAN NY 13102
672,Domestic,03:51:05 10/21/22 - 03:54:29 10/21/22,03:51:05,  Domestic complaint.,TRUMBULLS CORNERS RD; T NEWFIELD NEWFIELD NY 14867
673,Property Check,02:22:48 10/21/22 - 02:22:48 10/21/22,02:22:48,  Property Check.,ELM ST; ULYSSES TOWN HALL; TRUMANSBURG TRUMANSBURG NY 14886
674,Property Check,02:04:00 10/21/22 - 02:04:00 10/21/22,02:04:00,  Property check,N TRIPHAMMER RD; CROSSROADS BAR AND GRILL; T LANSING LANSING NY 14882
675,Alarm Police,00:32:17 10/21/22 - 00:33:31 10/21/22,00:32:17,  Alarm activation,CATHERWOOD RD UNIT H-02; DICKS; V LANSING ITHACA NY 14850
676,Harassment,00:25:37 10/21/22 - 00:27:50 10/21/22,00:25:37,  Harassment,BALD HILL RD; T DANBY SPENCER NY 14883
677,Assist,00:09:07 10/21/22 - 00:09:07 10/21/22,00:09:09,  Assist,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
678,Traffic Offense,23:52:36 10/20/22 - 23:52:36 10/20/22,23:52:36,  Traffic stop,STATE ROUTE 13 N & N TRIPHAMMER RD; V LANSING ITHACA NY 14850
679,Burglary,22:54:58 10/20/22 - 23:11:03 10/20/22,22:54:58,  Burglary Complaint.,ENFIELD FALLS RD; T ENFIELD ITHACA NY 14850
680,Alarm Police,22:43:12 10/20/22 - 22:44:01 10/20/22,22:43:12,  TCSO responded to a police alarm.,RIDGE RD; T LANSING LANSING NY 14882
681,Traffic Offense,22:16:14 10/20/22 - 22:16:14 10/20/22,22:16:14,  TCSO conducted a traffic stop.,WARREN RD & BOMAX DR; V LANSING ITHACA NY 14850
682,Animal Problem,21:56:47 10/20/22 - 22:00:52 10/20/22,21:56:47,  Deputy responded to an animal problem.,SLATERVILLE RD; T CAROLINE ITHACA NY 14850
683,Cardiac Arrest,21:33:47 10/20/22 - 21:38:17 10/20/22,21:33:47,  Cardiac arrest.,CANDLEWYCK DR UNIT A2; CANDLEWYCK PARK APTS; T ITHACA ITHACA NY 14850
684,Welfare Check,20:58:52 10/20/22 - 21:01:39 10/20/22,20:58:52,  Deputy responded to a check the welfare complaint.,FREEVILLE RD; KLEINS ARCHERY; V DRYDEN DRYDEN NY 13053
685,Pd Accident,20:55:41 10/20/22 - 21:00:28 10/20/22,20:55:41,  Property damage accident.,SPENCER RD & VAN BUSKIRK GULF RD; T DANBY NEWFIELD NY 14867
686,Assist,20:37:11 10/20/22 - 20:37:11 10/20/22,20:37:11,  Deputy responded to an assist.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
687,Suspicious,19:29:29 10/20/22 - 19:36:01 10/20/22,19:29:06,  TCSO responded to a suspicious person.,PERUVILLE RD & PERU RD; T GROTON GROTON NY 13073
688,Welfare Check,18:33:00 10/20/22 - 18:35:19 10/20/22,18:33:00,  TCSO responded to a welfare check.,W KING RD; T ITHACA ITHACA NY 14850
689,Harassment,18:17:56 10/20/22 - 18:19:19 10/20/22,18:17:56,  Neighbor dispute.,DEPOT WAY; VALLEY MANOR MOBILE HOME PARK; T NEWFIELD NEWFIELD NY 14867
690,Harassment,17:28:32 10/20/22 - 17:29:16 10/20/22,17:28:32,  TCSO responded to a harassment.,DAVIS RD; T LANSING LANSING NY 14882
691,Assist,17:20:09 10/20/22 - 17:20:09 10/20/22,17:20:09, ,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
692,Harassment,17:15:07 10/20/22 - 17:16:04 10/20/22,17:15:07,  Deputy responded to a harassment complaint and made an arrest.,SHORE DR; T DRYDEN ITHACA NY 14850
693,Harassment,17:15:07 10/20/22 - 17:16:04 10/20/22,17:15:07,  Deputy responded to a harassment complaint and made an arrest.,SHORE DR; T DRYDEN ITHACA NY 14850
694,Harassment,17:08:57 10/20/22 - 17:09:49 10/20/22,17:08:57,  Deputy responded to a harassment.,SHELDON RD; T DRYDEN FREEVILLE NY 13068
695,Special Detail,17:05:45 10/20/22 - 17:05:45 10/20/22,17:05:45,  TCSO conducted a special detail.,RIDGE RD; LANSING HIGH SCHOOL; T LANSING LANSING NY 14882
696,Information,16:29:19 10/20/22 - 16:29:19 10/20/22,16:29:19,  Criminal mischief.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
697,Information,16:09:10 10/20/22 - 16:09:10 10/20/22,16:09:10,  Conducted a backgroud check,WARREN RD # OFFICES; TCSO CIVIL OFFICE; V LANSING ITHACA NY 14850
698,Traffic Cmplnt,16:08:33 10/20/22 - 16:09:24 10/20/22,16:08:33,  Traffic complaint.,STATE ROUTE 13 & HANSHAW RD; T DRYDEN ITHACA NY 14850
699,Special Detail,15:57:33 10/20/22 - 15:57:33 10/20/22,15:57:33,  School check.,FREEVILLE RD # HS; DRYDEN HIGH SCHOOL; T DRYDEN DRYDEN NY 13053
700,Assist,15:40:06 10/20/22 - 15:40:55 10/20/22,15:40:06,  Assist Cortland County.,IRISH SETTLEMENT RD; T DRYDEN FREEVILLE NY 13068
701,Assist,15:32:04 10/20/22 - 15:32:04 10/20/22,15:32:04,  Assist.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
702,Assist,15:22:41 10/20/22 - 15:24:02 10/20/22,15:22:27,  Deputy responded to an assist.,DOVE DR; T ITHACA ITHACA NY 14850
703,Assist,14:46:34 10/20/22 - 14:48:47 10/20/22,14:46:34,  Assist.,WILLOW HILL DR; WILLOW HILL MOBILE COURT; T ENFIELD ITHACA NY 14850
704,Property Cmplnt,14:26:03 10/20/22 - 14:27:00 10/20/22,14:26:03,  Property complaint.,N TRIPHAMMER RD; TRIPHAMMER MARKETPLACE; V LANSING ITHACA NY 14850
705,Welfare Check,14:06:39 10/20/22 - 14:09:16 10/20/22,14:06:39,  Deputy conducted a welfare check.,ELLIS HOLLOW RD UNIT 137; ELLIS HOLLOW RD APTS; T ITHAC ITHACA NY 14850
706,Information,14:02:03 10/20/22 - 14:02:03 10/20/22,14:02:03,  Conducted a background check,WARREN RD # OFFICES; TCSO CIVIL OFFICE; V LANSING ITHACA NY 14850
707,Special Detail,13:58:23 10/20/22 - 13:58:23 10/20/22,13:58:23,  Special detail.,RIDGE RD; LANSING HIGH SCHOOL; T LANSING LANSING NY 14882
708,Assist,11:59:23 10/20/22 - 12:00:31 10/20/22,11:59:23,  Deputy assisted citizen.,CASWELL RD; T DRYDEN FREEVILLE NY 13068
709,Welfare Check,11:26:46 10/20/22 - 11:37:25 10/20/22,11:26:46,  Welfare check.,DOVE DR; T ITHACA ITHACA NY 14850
710,Theft,11:16:25 10/20/22 - 11:17:32 10/20/22,11:16:24,  Theft.,TRUMBULLS CORNERS RD; T NEWFIELD NEWFIELD NY 14867
711,Warrant,09:35:31 10/20/22 - 09:35:31 10/20/22,09:35:31,  Warrant.,W STATE ST; ST JOHNS CENTER; C ITHACA ITHACA NY 14850
712,Pi Accident,09:14:03 10/20/22 - 09:15:15 10/20/22,09:14:03,  Cancelled upon arrival.,DANBY RD; T ITHACA ITHACA NY 14850
713,Theft,08:13:13 10/20/22 - 08:15:00 10/20/22,08:13:13,  Deputy investigated theft.,OLD SEVENTY SIX RD; T CAROLINE BROOKTONDALE NY 14817
714,Assist,08:07:12 10/20/22 - 08:09:22 10/20/22,08:07:12,  Cancelled en route.,WILKINS RD & DUBOIS RD; T ULYSSES ITHACA NY 14850
715,Welfare Check,07:59:19 10/20/22 - 08:00:11 10/20/22,07:59:19,  Welfare check.,N TRIPHAMMER RD; MCDONALDS; V LANSING ITHACA NY 14850
716,Alarm Police,07:38:05 10/20/22 - 07:38:42 10/20/22,07:38:05,  Alarm.,CATHERWOOD RD UNIT H-03; BEST BUY; V LANSING ITHACA NY 14850
717,Traffic Offense,06:43:50 10/20/22 - 06:43:50 10/20/22,06:43:50,  Traffic stop.,HALSEYVILLE RD & HAYTS RD; T ENFIELD ITHACA NY 14850
718,Pd Accident,05:09:35 10/20/22 - 05:11:16 10/20/22,05:09:35,  PD Accident.,SLATERVILLE RD; T CAROLINE BROOKTONDALE NY 14817
719,Property Check,03:32:08 10/20/22 - 03:32:08 10/20/22,03:32:08,  Property Check,N TRIPHAMMER RD # GARAGE; VILLAGE OF LANSING HIGHWAY GA ITHACA NY 14850
720,Property Check,03:11:39 10/20/22 - 03:11:39 10/20/22,03:11:39,  Property Check.,SAPSUCKER WOODS RD; V LANSING; T ITHACA; T DRYDEN ITHACA NY 14850
721,Burglary,02:40:33 10/20/22 - 02:44:22 10/20/22,02:40:33,  Assist other agency.,LEXINGTON DR; T ITHACA ITHACA NY 14850
722,Burglary,02:40:33 10/20/22 - 02:44:22 10/20/22,02:40:33,  Assist other agency.,LEXINGTON DR; T ITHACA ITHACA NY 14850
723,Assist,01:02:34 10/20/22 - 01:03:33 10/20/22,01:02:34,  Assist.,SHELDON RD; T DRYDEN FREEVILLE NY 13068
724,Property Check,01:00:19 10/20/22 - 01:00:19 10/20/22,01:00:19,  Property Check,N TRIPHAMMER RD; CROSSROADS BAR AND GRILL; T LANSING LANSING NY 14882
725,Property Check,00:06:54 10/20/22 - 00:06:54 10/20/22,00:06:54,  Property check. RPS/1234,N TRIPHAMMER RD; CROSSROADS BAR AND GRILL; T LANSING LANSING NY 14882
726,Alarm Police,00:05:26 10/20/22 - 00:06:52 10/20/22,00:05:26,  Alarm,CATHERWOOD RD UNIT H-02; DICKS; V LANSING ITHACA NY 14850
727,Property Check,23:59:50 10/19/22 - 23:59:50 10/19/22,23:59:50,  Property check. RPS/1234,PERUVILLE RD; T DRYDEN GROTON NY 13073
728,Assist,23:44:17 10/19/22 - 23:46:54 10/19/22,23:42:40,  Assist.,SHELDON RD; T DRYDEN FREEVILLE NY 13068
729,Welfare Check,22:55:04 10/19/22 - 22:59:23 10/19/22,22:55:04,  Welfare Check.,DANBY RD; SUNSET GRILL; T ITHACA ITHACA NY 14850
730,Harassment,22:49:31 10/19/22 - 22:52:10 10/19/22,22:49:31,  Harassment.,ELMIRA RD UNIT B; AUTOBODY; T NEWFIELD NEWFIELD NY 14867
731,Traffic Cmplnt,22:38:38 10/19/22 - 22:45:13 10/19/22,22:38:38,  TCSO responded to a traffic complaint.,AUBURN RD & EAST LANSING RD; T LANSING GROTON NY 13073
732,Noise Cmplnt,22:23:30 10/19/22 - 22:24:48 10/19/22,22:23:30,  Noise Complaint.,WARD BLVD E; NEWFIELD ESTATES MOBILE HOME PARK; T NEWFIE NEWFIELD NY 14867
733,Traffic Offense,22:04:09 10/19/22 - 22:04:09 10/19/22,22:04:09,  TCSO conducted traffic stop.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
734,Domestic,21:04:03 10/19/22 - 21:06:35 10/19/22,21:04:03,  Verbal Domestic.,WEST HILL CIR UNIT 5; OVERLOOK; T ITHACA ITHACA NY 14850
735,Traffic Cmplnt,20:39:50 10/19/22 - 20:42:33 10/19/22,20:39:50,  Traffic complaint.,MAIN ST & FREEVILLE GROTON RD; V FREEVILLE FREEVILLE NY 13068
736,Welfare Check,20:13:43 10/19/22 - 20:16:55 10/19/22,20:13:43,  Welfare check.,STATE ROUTE 13 S & N TRIPHAMMER RD; V LANSING ITHACA NY 14850
737,Domestic,20:07:49 10/19/22 - 20:12:03 10/19/22,20:07:49,  TCSO investigated a domestic disturbance.,MIDLINE RD; T DRYDEN FREEVILLE NY 13068
738,Pd Accident,19:43:54 10/19/22 - 19:45:33 10/19/22,19:43:54,  Property damage accident.,HANSHAW RD & SAPSUCKER WOODS RD; T DRYDEN; T ITHACA ITHACA NY 14850
739,Welfare Check,19:11:53 10/19/22 - 19:13:01 10/19/22,19:11:53,  Welfare Check.,CONIFER CIR; LINDERMAN CREEK COMMUNITY BUILDING; T ITHAC ITHACA NY 14850
740,Welfare Check,19:09:45 10/19/22 - 19:13:00 10/19/22,19:09:45,  Assist Other Agency.,ELMIRA RD; SMILEYS CITGO; T NEWFIELD NEWFIELD NY 14867
741,Welfare Check,19:09:45 10/19/22 - 19:13:00 10/19/22,19:09:45,  Assist Other Agency.,ELMIRA RD; SMILEYS CITGO; T NEWFIELD NEWFIELD NY 14867
742,Harassment,17:58:09 10/19/22 - 18:01:14 10/19/22,17:58:09,  Violation of OOP.,GRAHAM RD # 4B1; UNIVERSITY HEIGHTS APTS; V LANSING ITHACA NY 14850
743,Harassment,17:58:09 10/19/22 - 18:01:14 10/19/22,17:58:09,  Violation of OOP.,GRAHAM RD # 4B1; UNIVERSITY HEIGHTS APTS; V LANSING ITHACA NY 14850
744,Harassment,17:58:09 10/19/22 - 18:01:14 10/19/22,17:58:09,  Violation of OOP.,GRAHAM RD # 4B1; UNIVERSITY HEIGHTS APTS; V LANSING ITHACA NY 14850
745,Harassment,17:58:09 10/19/22 - 18:01:14 10/19/22,17:58:09,  Violation of OOP.,GRAHAM RD # 4B1; UNIVERSITY HEIGHTS APTS; V LANSING ITHACA NY 14850
746,Property Cmplnt,17:35:31 10/19/22 - 17:35:31 10/19/22,17:35:31,  Found Property.,BONE PLAIN RD; T DRYDEN FREEVILLE NY 13068
747,Warrant,17:34:34 10/19/22 - 17:34:34 10/19/22,17:34:34,  Execute Warrant.,SHAFFER RD; T NEWFIELD NEWFIELD NY 14867
748,Traffic Cmplnt,16:27:52 10/19/22 - 16:27:52 10/19/22,16:27:52,  Traffic Complaint.,AUBURN RD & BUCK RD; T LANSING GROTON NY 13073
749,Pd Accident,16:21:23 10/19/22 - 16:21:43 10/19/22,16:21:23,  Property Damage Accident.,FIVE MILE DR; T ITHACA ITHACA NY 14850
750,Pd Accident,16:21:23 10/19/22 - 16:21:43 10/19/22,16:21:23,  Property Damage Accident.,FIVE MILE DR; T ITHACA ITHACA NY 14850
751,Information,15:47:03 10/19/22 - 15:47:03 10/19/22,15:47:03,  Conducted a background check,WARREN RD # OFFICES; TCSO CIVIL OFFICE; V LANSING ITHACA NY 14850
752,Information,15:32:40 10/19/22 - 15:32:40 10/19/22,15:32:40,  Conducted a background check,WARREN RD # OFFICES; TCSO CIVIL OFFICE; V LANSING ITHACA NY 14850
753,Missing Person,15:05:40 10/19/22 - 15:09:07 10/19/22,15:05:40,  Assist IPD.,FLORAL AVE # 409; CEDAR CREEK APTS; C ITHACA ITHACA NY 14850
754,Assist,15:04:43 10/19/22 - 15:06:32 10/19/22,15:04:43,  TCSO responded to an assist.,S PLAIN ST; C ITHACA ITHACA NY 14850
